 ,hygglo_name,matched_category_id,matched_category_name,matched_parent,similarity,alt1_id,alt1_name,alt1_sim,alt2_id,alt2_name,alt2_sim,override_category_id
9461,Cinema Prime Lenses,1274,Kinematografski prime objektivi,Objektivi,0.7223,1255,Digitalna kino kamera,0.655,1256,Filmska kamera,0.6538,
1728,Other in Saws & Cutting ,1039,Plazma rezač,Testerisanje i sečenje,0.7219,1036,Ručni ger za drvo,0.6986,1035,Stoni ger za drvo,0.6854,1045
9386,DJI Mavic 3,1139,DJI Mavic 3,Dronovi,0.7213,1138,DJI Mavic,0.6219,1140,DJI Phantom,0.5284,
9057,Kids and junior skis,1566,Skijaški roleri,Zimski sportovi,0.7213,1570,Penjanje po snegu i ledu,0.6916,1571,Snowracer,0.6793,1568
4611,Stroller,1582,Električna invalidska kolica,Mobilnost i medicinska nega,0.7212,1585,Invalidska kolica,0.7141,1399,Kolica i oprema,0.7136,1399
8706,Manual Tile Cutter,1204,Rezač laminata,Podne obloge i pločice,0.7209,1205,Rezač pločica,0.6974,1202,Mašina za skidanje podova,0.6953,1205
8653,Stools,1185,Rotacioni čekić,Bušilice i šrafilice,0.7203,1238,Kolica za gipsane ploče,0.7202,1200,Alat za decking,0.7163,1364
8696,Teleprompter,1266,Teleprompter,Fotoaparati i kamere,0.7198,1063,Tražač kabla,0.5601,1292,Kamera na kablu,0.5266,
8557,Other in Outdoor Clothing,1500,Outdoor odeća,Kampovanje i outdoor,0.7191,1426,Ostalo u odeći,0.6395,1423,Čuvanje odeće,0.5985,
8745,Screw Gun,1087,Pištolj za lepak,Ručni alati,0.7188,1215,Pištolj za klamerice,0.7028,1054,Toplotni pištolj,0.6933,1186
8594,Ski Case & Ski Bag,1596,Krovni nosač za ski,Auto oprema,0.7185,1563,Oprema za lavine,0.6957,1492,Rashladna kutija i torba,0.6846,1576
9005,Label Printer,1165,3D štampač,Kancelarijske mašine,0.7183,1166,Štampač nalepnica,0.6651,1052,Mašina za graviranje,0.6598,1166
3322,Table For Styling,1366,Rekviziti,Stilizovanje i dekoracija,0.7178,1431,Sklopivi stolovi,0.7148,1364,Nameštaj,0.7037,1364
1736,Other in Measuring Instrument,1064,Merač energije,Merni instrumenti,0.7174,1077,Merač buke,0.6948,1071,Merač vlage,0.6859,1082
8957,Physical Games,1522,Igre na otvorenom,Igra i hobi,0.7169,1513,Bumper ball,0.671,1512,Društvene igre i slagalice,0.6572,
8554,Primus Stove,1386,Sokovnik na paru,Kuhinjski aparati,0.7167,1442,Dispenser za šlag,0.6777,1433,Roštilj,0.6761,1489
1832,Wallpaper Stripper,1103,Skidač boje,Krečenje i tapete,0.7165,1104,Nogari za farbanje,0.6847,1110,Ostalo u farbanju,0.6599,1109
1771,Mig Welder,1226,MIG aparat,Aparati za zavarivanje,0.7155,1318,Cepač drva,0.6982,1322,Visokotlačni perač,0.6721,
8562,Household Mixer,1386,Sokovnik na paru,Kuhinjski aparati,0.7151,1384,Lonci i tiganje,0.7132,1383,Mini rerna,0.7055,1387
8697,Concrete Grinder,1209,Beton i armatura,Mašine za uređenje terena,0.715,1194,Damper,0.6683,1212,Rezač kamena,0.6678,1201
331,"Sound, Light & Scene",1419,Zvuk,"Zvuk, rasveta i bina",0.7143,1133,Ostalo u zvuku,0.6671,1132,Zvučnik,0.666,
8801,Hockey Stick,1525,Stoni hokej,Igra i hobi,0.7141,1565,Hokej,0.704,1567,Klizaljke,0.5752,1565
8515,Inline skates,1519,Longboard i skejtbord,Igra i hobi,0.714,1545,Kiteboarding,0.6072,1546,Paddleboard,0.5982,1536
8903,Glidecam,1545,Kiteboarding,Sportovi na vodi,0.7135,1551,Wing surf,0.6821,1119,Paletni viljuškar,0.6782,1297
8484,Travel Stroller,1582,Električna invalidska kolica,Mobilnost i medicinska nega,0.7135,1585,Invalidska kolica,0.7102,1584,Hodalica,0.6984,1399
9018,Hard Shell Bike Travel Case,1503,Prikolica za teret na biciklu,Biciklizam,0.7132,1506,Torba za transport bicikla,0.7114,1574,Kofer za bicikl,0.6525,1506
1834,Wet Vacuum Cleaner,1371,Čistač odvoda,Čišćenje i pranje,0.7131,1374,Parna mašina za čišćenje,0.6919,1376,Usisivač,0.6629,1376
3916,Bike Cargo Trailer,1503,Prikolica za teret na biciklu,Biciklizam,0.7122,1506,Torba za transport bicikla,0.7025,1121,Kolica za teret,0.6664,
8747,Drill bits,1050,Precizna brusilica,Brušenje i poliranje,0.7121,1048,Trakasta brusilica,0.7096,1049,Stona brusilica,0.7052,1178
9012,Paint Stripper,1104,Nogari za farbanje,Krečenje i tapete,0.7111,1236,Nogari za farbanje,0.6902,1103,Skidač boje,0.683,1103
8816,Frisbee / Disc Golf,1535,Golf,Sportski rekviziti,0.7109,1513,Bumper ball,0.5594,1444,Beer pong,0.5137,1522
3945,Diving Equipment,1541,Ronilačka oprema,Sportovi na vodi,0.7108,1267,Tela kamera za ronjenje,0.6749,1548,Vodni ski i wakeboard,0.605,
8564,Juicer,1347,Berač voća,Baštenski alati,0.7108,1178,Burgije,0.6409,1181,Udarna bušilica,0.639,1386
8861,Other in Clothes Storage,1423,Čuvanje odeće,Odeća i kostimi,0.7107,1426,Ostalo u odeći,0.6477,1624,Jedriličarska odeća,0.62,
8555,Other Camping Stoves,1346,Bure za spaljivanje,Baštenski alati,0.7105,1494,Čeona lampa,0.6678,1461,Ostalo u šatorima,0.6546,1489
8990,Camera Flash,1262,Senzor boja,Fotoaparati i kamere,0.7104,1253,Kompaktni fotoaparat,0.7012,1265,Streaming oprema,0.6987,1282
9346,Color measuring tool,1102,Merač boja,Krečenje i tapete,0.7104,1262,Senzor boja,0.6343,1100,Mešalica boje,0.5544,
8573,Hiking Pole,1495,Planinski štap,Kampovanje i outdoor,0.7094,1488,Dvogled,0.6192,1494,Čeona lampa,0.6058,
9293,Burning Barrel,1346,Bure za spaljivanje,Baštenski alati,0.7093,1610,Menjanje ulja,0.584,1054,Toplotni pištolj,0.5794,
9028,Ramp,1611,Rampa,Alati za radionicu,0.7093,1111,Ručno rende,0.6801,1112,Strug,0.6641,
9183,"Teepee & Bell tent, 0-7 ppl.",1458,Šator 0-23 m²,Šatori i tende,0.7092,1459,Šator 24-32 m²,0.6927,1460,Šator preko 32 m²,0.6672,
9518,Cable,1292,Kamera na kablu,Stativi i rigovi,0.7091,1063,Tražač kabla,0.6403,1336,Mašina za polaganje kablova,0.6395,1021
9448,Microscope ,1521,Mikroskop,Igra i hobi,0.7089,1073,Osciloskop,0.5709,1066,Laserski daljinomer,0.5207,
9392,Garden Hose,1338,Baštenski valjak,Održavanje travnjaka,0.7087,1344,Rasipač za đubrivo,0.7061,1340,Grabulje za nivelisanje,0.6733,1348
9300,Longboards,1519,Longboard i skejtbord,Igra i hobi,0.7085,1545,Kiteboarding,0.6153,1295,Stege i hvatači,0.6035,
9125,Diagnostic Tool OBD2,1603,Dijagnostički alat,Alati za radionicu,0.7082,1070,Detektor metala,0.5135,1031,Ručna testera,0.5102,
8652,Folding Chairs,1429,Stolice za proslave,Nameštaj za proslave,0.7082,1430,Paket stolovi i stolice,0.6999,1431,Sklopivi stolovi,0.625,
9413,Boat tubing,1617,Oprema za čamce,Čamci i plovila,0.7073,1618,Prikolica za čamac,0.7037,1625,Prikolica za čamac,0.7022,
8867,Other in Fishing,1497,Lov i ribolov,Kampovanje i outdoor,0.7073,1622,Čamac na vesla i dinghy,0.5779,1619,Kanu,0.5488,
9371,Jackets & pants,1426,Ostalo u odeći,Odeća i kostimi,0.7067,1423,Čuvanje odeće,0.6637,1572,Zimska odeća,0.6493,
8647,Other in Festive Decoration,1463,Sveća i svećnjak,Dekoracija,0.7061,1427,Šank,0.6867,609,Grejalice i pečurke,0.6813,1468
8736,Other in Vacuum Cleaners,1371,Čistač odvoda,Čišćenje i pranje,0.7058,1374,Parna mašina za čišćenje,0.6944,1369,Čistač tepiha i tapaciringa,0.6887,1376
9085,Air track,1510,Air track,Igra i hobi,0.7055,1350,Aerator sa šupljim klinovima,0.6062,1060,Merač protoka vazduha,0.5989,
9273,Cable tracker,1292,Kamera na kablu,Stativi i rigovi,0.7055,1063,Tražač kabla,0.6656,1335,Detektor kablova za robotske kosilice,0.6425,1063
9504,Battery powered Nailgun ,1019,Baterije i punjači,Struja i agregati,0.705,1601,Punjač baterija za vozila,0.6807,1587,Punjač baterija za vozila,0.6254,1214
8570,Pasta Machine,1316,Makaze za živicu,Baštenske mašine,0.705,1325,Freza za panjeve,0.6391,1438,Pizza peć,0.6279,1387
1791,Construction Scaffolding,1012,Radna rasveta,Građevinska oprema i alati,0.7049,1232,Građevinska skela,0.6885,1196,Utovarivač,0.6723,1232
8715,Nintendo Wii,1155,Ručni kontroler,Video igre i konzole,0.7049,1152,Arkadna mašina,0.6832,1158,Ostalo u video igrama,0.6716,1154
4622,Baby Car Seat,1389,Nosiljka i stolica za bebu,Oprema za decu,0.7048,1399,Kolica i oprema,0.6205,1393,Autosedište,0.5697,1393
9324,Surveillance camera,1266,Teleprompter,Fotoaparati i kamere,0.7047,1265,Streaming oprema,0.6991,1263,Follow focus i nosač objektiva,0.6873,1259
9428,Tent Lights,1494,Čeona lampa,Kampovanje i outdoor,0.7028,1458,Šator 0-23 m²,0.6664,1459,Šator 24-32 m²,0.6647,
4537,Other in Home,509,Ostalo u kući,Kuća i dom,0.7022,1406,Ostalo u ličnoj nezi,0.6245,506,Mašine za šivenje,0.5451,
9023,Slackline,1538,Slackline,Sportski rekviziti,0.7022,1296,Kran i jib,0.4575,1295,Stege i hvatači,0.4452,
8741,Workbench,1240,Radni sto,Skele i podupirači,0.7022,1239,Radna platforma,0.6819,1012,Radna rasveta,0.6476,
8631,Workshop crane,1012,Radna rasveta,Građevinska oprema i alati,0.702,1193,Platforma za rad na visini,0.6743,1196,Utovarivač,0.6693,1614
8589,Battery Powered Leaf Blower,1601,Punjač baterija za vozila,Alati za radionicu,0.701,1019,Baterije i punjači,0.6737,1587,Punjač baterija za vozila,0.6397,1317
8519,Lapel Microphone,1127,Mikrofon,Audio oprema i zvuk,0.7007,1476,Instrumentalni mikrofon,0.673,1126,Luper,0.5673,
8835,Massage Table,1558,Masaža,Trening i teretana,0.7004,1561,Yoga prostirka,0.5765,1431,Sklopivi stolovi,0.5222,
8655,Party Kitchen,1388,Ostalo u kuhinji,Kuhinjski aparati,0.7003,1384,Lonci i tiganje,0.6773,1386,Sokovnik na paru,0.662,
8654,Chair Covers,1633,Prikolica s pokrivačem,Prikolice,0.7001,1429,Stolice za proslave,0.6807,1430,Paket stolovi i stolice,0.65,1432
9003,Battery Powered Hedge Trimmer,1019,Baterije i punjači,Struja i agregati,0.6997,1601,Punjač baterija za vozila,0.6902,1587,Punjač baterija za vozila,0.6304,1316
1811,Dehumidifiers,1380,Dehidrator hrane,Kuhinjski aparati,0.6982,1191,Kompresor,0.6263,1190,Crevo za komprimovani vazduh,0.5766,105
1774,Other in Welding,1318,Cepač drva,Baštenske mašine,0.6982,1012,Radna rasveta,0.6674,1196,Utovarivač,0.6647,1229
8610,Booster Seat,1408,Kolica za selidbu,Oprema za selidbe,0.6981,1409,Remeni i pojasevi za selidbu,0.6667,1410,Kolica za teret,0.6528,1393
9181,DJI Mavic Battery,1601,Punjač baterija za vozila,Alati za radionicu,0.6976,1019,Baterije i punjači,0.6974,1587,Punjač baterija za vozila,0.6647,1134
3919,Electric Bike,1503,Prikolica za teret na biciklu,Biciklizam,0.6976,1504,Nosač bicikla,0.6815,1638,Prikolica za motocikl,0.675,1507
9225,Excavator tools,1212,Rezač kamena,Mašine za uređenje terena,0.697,1012,Radna rasveta,0.6756,1210,Građevinska grabulja,0.6629,1199
3332,Plates & Dishes,1434,Chafing dish,Ketering i kuhinja,0.6966,1436,Pića,0.6397,1435,Rešo,0.6393,1441
8546,Protective Gear,1008,Zaštitna oprema,Građevinska oprema i alati,0.6966,1228,Maska za zavarivanje,0.6883,1227,Plastični zavarivač,0.6745,
1713,Drilling Machine,1198,Traktor,Građevinska mehanizacija,0.6965,1311,Pumpa za odvodnjavanje,0.6664,1610,Menjanje ulja,0.6544,1179
8683,Other in Party Wear,1425,Party odeća,Odeća i kostimi,0.6961,608,Party paketi,0.5924,1417,Party rasveta,0.5501,
8872,Brake Tools,1613,Alati za točkove i gume,Alati za radionicu,0.6955,1602,Auto alati,0.6845,1600,Kolica za montažu,0.6731,
1843,Glue Gun,1087,Pištolj za lepak,Ručni alati,0.6946,1215,Pištolj za klamerice,0.6922,1214,Pištolj za eksere,0.6623,
2933,Media Players,1244,Media plejeri,Projektori i televizori,0.6945,1250,VHS plejer,0.6279,1152,Arkadna mašina,0.6157,
9271,Moving straps & harnesses,1119,Paletni viljuškar,Transport i dizanje,0.6932,1409,Remeni i pojasevi za selidbu,0.6666,1410,Kolica za teret,0.6399,1409
9281,Other in accessories,1600,Kolica za montažu,Alati za radionicu,0.6932,1179,Mašina za bušenje,0.6883,1606,Dizalica i stalci,0.6789,
8635,Pillar Drill,1049,Stona brusilica,Brušenje i poliranje,0.6928,1047,Trakasta turpija,0.6592,1050,Precizna brusilica,0.6501,1183
8543,Pruning Saw & Lopper,1036,Ručni ger za drvo,Testerisanje i sečenje,0.6928,1035,Stoni ger za drvo,0.6852,1057,Listna brusilica,0.668,1355
8511,Concrete Vibrator,1208,Vibro nabijač,Mašine za uređenje terena,0.6922,1194,Damper,0.6683,1209,Beton i armatura,0.6183,
8422,Roof Rack for Snowboards and Skis,1563,Oprema za lavine,Zimski sportovi,0.6922,1598,Lanci za sneg,0.6795,1570,Penjanje po snegu i ledu,0.6653,1596
9229,Cutlery,1384,Lonci i tiganje,Kuhinjski aparati,0.692,1434,Chafing dish,0.6917,1442,Dispenser za šlag,0.6864,1441
8839,Repair Stand For Bike,1503,Prikolica za teret na biciklu,Biciklizam,0.6918,1638,Prikolica za motocikl,0.6702,1504,Nosač bicikla,0.6643,1509
9136,Heat press,1605,Indukcioni grejač,Alati za radionicu,0.6909,1054,Toplotni pištolj,0.6465,1065,IC termometar,0.6428,1517
9248,Other in navigation & communication,1499,Navigacija i komunikacija,Kampovanje i outdoor,0.6908,1617,Oprema za čamce,0.5973,1618,Prikolica za čamac,0.5901,
9230,Tablecloth,1431,Sklopivi stolovi,Nameštaj za proslave,0.6906,1106,Sto za tapete,0.6464,1114,Stol za glodalicu,0.6444,1441
8689,Carafes,1178,Burgije,Bušilice i šrafilice,0.6904,1181,Udarna bušilica,0.6605,1188,Ostalo u bušilicama i šrafilicama,0.6488,1441
2952,Game,1522,Igre na otvorenom,Igra i hobi,0.6904,1158,Ostalo u video igrama,0.6449,1512,Društvene igre i slagalice,0.6433,1512
9063,Battery powered chainsaw,1601,Punjač baterija za vozila,Alati za radionicu,0.6898,1019,Baterije i punjači,0.6733,1021,Kalemovi i električni kablovi,0.6526,1309
1839,Compressor,1191,Kompresor,Komprimovani vazduh,0.6898,1605,Indukcioni grejač,0.6798,1015,Inverter,0.6796,
8860,Clothes Rack,1423,Čuvanje odeće,Odeća i kostimi,0.6897,1426,Ostalo u odeći,0.6298,1624,Jedriličarska odeća,0.6243,
8481,Open Canoe,1589,Nosač za kanu i kajak,Auto oprema,0.6879,1625,Prikolica za čamac,0.6456,1617,Oprema za čamce,0.6175,1619
1793,Other in Scaffolding,1012,Radna rasveta,Građevinska oprema i alati,0.6871,1232,Građevinska skela,0.6596,1199,Ostalo u građevinskoj mehanizaciji,0.6501,1241
8506,Sous Vide,1288,Studijski blic,Blicevi i rasveta,0.6867,1178,Burgije,0.6625,1290,Ostalo u blicevima i rasveti,0.6484,1385
8942,Wine Cooler & Champagne Cooler,1379,Varenje piva i vinarstvo,Kuhinjski aparati,0.6863,1386,Sokovnik na paru,0.5609,1190,Crevo za komprimovani vazduh,0.5485,1443
9189,Shot machine,1087,Pištolj za lepak,Ručni alati,0.6861,1326,Mašina za metenje,0.6794,1215,Pištolj za klamerice,0.672,1436
8969,Charging cable,1019,Baterije i punjači,Struja i agregati,0.6847,1601,Punjač baterija za vozila,0.6193,1587,Punjač baterija za vozila,0.5948,1021
8767,Other in Card Game,1524,Poker set,Igra i hobi,0.6833,1512,Društvene igre i slagalice,0.5989,1522,Igre na otvorenom,0.5852,1512
3321,Rugs,1109,Skidač tapeta,Krečenje i tapete,0.6828,1466,Crveni tepih,0.6809,1106,Sto za tapete,0.6486,1368
8447,Spy Camera,1266,Teleprompter,Fotoaparati i kamere,0.6828,1265,Streaming oprema,0.6688,1259,Specijalne kamere,0.6514,1259
8914,Other in specialty bags,1414,Torba za kućne ljubimce,Oprema za kućne ljubimce,0.6825,1492,Rashladna kutija i torba,0.6127,1595,Krovni kofer,0.6116,
9062,Electrical chainsaw,1021,Kalemovi i električni kablovi,Ručni alati,0.6821,1318,Cepač drva,0.6395,1312,Mašina za drva,0.6185,1309
2219,Wood Chipper,1318,Cepač drva,Baštenske mašine,0.6816,1035,Stoni ger za drvo,0.6598,1631,Prikolica za drvo,0.6594,1327
8518,Shotgun microphone,1127,Mikrofon,Audio oprema i zvuk,0.6812,1476,Instrumentalni mikrofon,0.661,1215,Pištolj za klamerice,0.5557,
8648,Bar Counter,1428,Bar sto,Nameštaj za proslave,0.681,1626,Prikolica sa kavezom,0.5594,1384,Lonci i tiganje,0.5465,
8993,Other in Flash and lights,1285,Ring svetlo,Blicevi i rasveta,0.681,1283,Okidač blica,0.6628,1284,Reflektorski ekran,0.6569,1290
9434,Foosball,1513,Bumper ball,Igra i hobi,0.6803,1533,Floorball,0.6221,1523,Paintball,0.5933,1516
1754,Hand planer,1089,Udarni odvijač,Ručni alati,0.6803,1091,Izvlakač,0.6791,1088,Čekić,0.6613,1111
8841,Bicycle Pump,1504,Nosač bicikla,Biciklizam,0.6802,1503,Prikolica za teret na biciklu,0.6737,1555,Sobni bicikl,0.6522,1509
8869,Assembly Trolley,1627,Transporter za automobile,Prikolice,0.6798,1198,Traktor,0.6492,1361,Kolica za prevoz,0.6405,1600
8974,Bedbox,1363,Pomoćni krevet,Stilizovanje i dekoracija,0.6793,1108,Kutija za valjak,0.6373,1407,Kutije za selidbu,0.5818,1401
8446,Inspection Camera,1253,Kompaktni fotoaparat,Fotoaparati i kamere,0.6793,1259,Specijalne kamere,0.6766,1276,DSLR objektivi,0.673,1259
9509,Other in lawn care,1341,Kosilica,Održavanje travnjaka,0.6785,1342,Ostalo u održavanju travnjaka,0.6776,1338,Baštenski valjak,0.6775,1342
9367,Leaf Collector,1319,Usisivač za lišće,Baštenske mašine,0.6784,1057,Listna brusilica,0.5716,1317,Duvač lišća,0.5595,
8597,Other in Pet,1415,Ostalo za kućne ljubimce,Oprema za kućne ljubimce,0.6783,1412,Mašinica za šišanje pasa,0.586,1414,Torba za kućne ljubimce,0.5693,
9231,Sausage Cart,1439,Kolica za kobasice,Ketering i kuhinja,0.6777,1433,Roštilj,0.5696,1325,Freza za panjeve,0.5622,
8588,Electrical Leaf Blower,1319,Usisivač za lišće,Baštenske mašine,0.677,1317,Duvač lišća,0.6487,1057,Listna brusilica,0.5707,1317
1841,Concrete mixer,1209,Beton i armatura,Mašine za uređenje terena,0.6769,1194,Damper,0.647,1212,Rezač kamena,0.5937,
9122,Foxwell Diagnostic Tool,1603,Dijagnostički alat,Alati za radionicu,0.6765,1026,Tračna testera,0.5487,1032,Ubodna testera,0.5444,
9276,Manual earth auger,1211,Svrdlo za zemlju,Mašine za uređenje terena,0.6761,1212,Rezač kamena,0.661,1213,Ostalo u mehanizaciji terena,0.6582,
8436,Cotton Candy Machine,1448,Mašina za šećernu vunu,Aktivnosti i zabava,0.6759,1179,Mašina za bušenje,0.6219,1326,Mašina za metenje,0.6184,
8636,Photo and Slide Scanner,1170,Skener za fotografije,Kancelarijske mašine,0.6758,1264,Foto štampač,0.6462,1068,Fotometar,0.6237,
3925,Binoculars,1276,DSLR objektivi,Objektivi,0.6753,1274,Kinematografski prime objektivi,0.6652,1334,Teleskopske merdevine,0.6274,1488
8479,Garden shredder,1344,Rasipač za đubrivo,Održavanje travnjaka,0.6752,1339,Trimer za ivice travnjaka,0.6627,1310,Trimer za travu,0.643,1314
8651,Other in Chairs For Party,1429,Stolice za proslave,Nameštaj za proslave,0.6752,1430,Paket stolovi i stolice,0.6234,1431,Sklopivi stolovi,0.5969,
8427,Cable reels and Electric Cable,1063,Tražač kabla,Merni instrumenti,0.675,1021,Kalemovi i električni kablovi,0.673,1292,Kamera na kablu,0.669,1021
8584,Probe,1042,Sabljasta testera,Testerisanje i sečenje,0.675,1026,Tračna testera,0.6728,1045,Ostalo u testerama,0.6685,1082
8537,Slide Rail & Dolly,1300,Slajder i dolly,Stativi i rigovi,0.6748,1632,Tow dolly,0.6403,1119,Paletni viljuškar,0.558,
8438,Other in Party Activities,608,Party paketi,Proslave i događaji,0.6746,1444,Beer pong,0.632,1425,Party odeća,0.6212,
1716,Screwdrivers,1185,Rotacioni čekić,Bušilice i šrafilice,0.6744,1600,Kolica za montažu,0.6589,1602,Auto alati,0.6395,1099
9404,Bottle Warmer,1391,Grejač bočica,Oprema za decu,0.6743,1386,Sokovnik na paru,0.6057,1379,Varenje piva i vinarstvo,0.5742,
9396,Garden furniture,1341,Kosilica,Održavanje travnjaka,0.6742,1356,Kolica za baštu,0.6726,1430,Paket stolovi i stolice,0.6586,405
3926,Other in Outdoor Life,1502,Ostalo u outdoor-u,Kampovanje i outdoor,0.6738,1488,Dvogled,0.6447,1486,Ruksak,0.6444,
9001,Petrol Powered Hedge Trimmer,1610,Menjanje ulja,Alati za radionicu,0.6738,1310,Trimer za travu,0.6422,1339,Trimer za ivice travnjaka,0.5672,1316
8705,Electric Tile Cutter,1202,Mašina za skidanje podova,Podne obloge i pločice,0.6737,1053,Brusilica za podove,0.6566,1204,Rezač laminata,0.6372,1205
9139,Fondue,1436,Pića,Ketering i kuhinja,0.6723,1439,Kolica za kobasice,0.6697,1434,Chafing dish,0.6682,1443
8714,Clothes Steamer,1624,Jedriličarska odeća,Čamci i plovila,0.6716,1318,Cepač drva,0.6375,1370,Parna presa za odeću,0.6288,1370
9463,Medium Format Lenses,1276,DSLR objektivi,Objektivi,0.6714,1253,Kompaktni fotoaparat,0.5967,1066,Laserski daljinomer,0.5904,1278
9039,National costume for women,1424,Kostimi i maskiranje,Odeća i kostimi,0.6713,1425,Party odeća,0.6247,1426,Ostalo u odeći,0.6111,
8853,Breast Pump,1392,Pumpa za majčino mleko,Oprema za decu,0.6711,1397,Jastuk za dojenje,0.506,1311,Pumpa za odvodnjavanje,0.4774,
9132,DJI Mavic Air,1138,DJI Mavic,Dronovi,0.6711,1139,DJI Mavic 3,0.6415,1135,DJI Avata,0.5703,
8932,Bugaboo Compact Transport Bag,1410,Kolica za teret,Oprema za selidbe,0.671,1594,Nosač tereta za kuku,0.6521,1121,Kolica za teret,0.5957,1399
9245,Streaming,1265,Streaming oprema,Fotoaparati i kamere,0.6703,306,Monitori,0.5015,1292,Kamera na kablu,0.49,
9084,360 Camera,1265,Streaming oprema,Fotoaparati i kamere,0.6694,1276,DSLR objektivi,0.6682,1253,Kompaktni fotoaparat,0.665,1259
8944,Fire Basket,1465,Košara za vatru,Dekoracija,0.6674,1346,Bure za spaljivanje,0.6248,1054,Toplotni pištolj,0.5364,
9176,Converter,1275,Konverter,Objektivi,0.6673,1015,Inverter,0.6302,1322,Visokotlačni perač,0.5434,
4531,Iron,1351,Gvozdena šipka,Baštenski alati,0.6673,1049,Stona brusilica,0.5275,1033,Makaze za metal,0.5228,1372
1719,Other in Drills and Screwdrivers,1048,Trakasta brusilica,Brušenje i poliranje,0.6672,1049,Stona brusilica,0.6576,1613,Alati za točkove i gume,0.646,1188
8845,Hoverboard,1545,Kiteboarding,Sportovi na vodi,0.667,1548,Vodni ski i wakeboard,0.6165,1551,Wing surf,0.6026,1518
8501,Cooling Box & Cooler Bag,1492,Rashladna kutija i torba,Kampovanje i outdoor,0.6669,1391,Grejač bočica,0.6487,1191,Kompresor,0.6282,
9446,Bubble Bath,1446,Bazen sa mehurićima,Aktivnosti i zabava,0.6668,1462,Pumpica za balone,0.6099,1416,Mašina za balone,0.5353,
8915,Duffelbag,1414,Torba za kućne ljubimce,Oprema za kućne ljubimce,0.666,1492,Rashladna kutija i torba,0.6435,1410,Kolica za teret,0.6344,1577
9068,Sea kayak,1589,Nosač za kanu i kajak,Auto oprema,0.666,1622,Čamac na vesla i dinghy,0.6579,1544,Kajak,0.6481,1544
9235,Hole plier,1050,Precizna brusilica,Brušenje i poliranje,0.6653,1048,Trakasta brusilica,0.6625,1185,Rotacioni čekić,0.6359,1090
8776,Moving Boxes,1407,Kutije za selidbu,Oprema za selidbe,0.6653,1108,Kutija za valjak,0.6458,1410,Kolica za teret,0.5665,
9014,Other in Milling,1048,Trakasta brusilica,Brušenje i poliranje,0.6653,1059,Ostale brusilice,0.6574,1047,Trakasta turpija,0.6533,1116
8685,Tuxedo,1426,Ostalo u odeći,Odeća i kostimi,0.6645,1425,Party odeća,0.6251,1424,Kostimi i maskiranje,0.624,
9002,Electrical Hedge Trimmer,1310,Trimer za travu,Baštenske mašine,0.6641,1336,Mašina za polaganje kablova,0.6628,1339,Trimer za ivice travnjaka,0.6517,1316
9072,Other in kayak,1622,Čamac na vesla i dinghy,Čamci i plovila,0.6631,1589,Nosač za kanu i kajak,0.6546,1544,Kajak,0.6503,1544
9038,National costume for men,1424,Kostimi i maskiranje,Odeća i kostimi,0.6628,1426,Ostalo u odeći,0.6013,1425,Party odeća,0.5747,
8611,Agitators,1211,Svrdlo za zemlju,Mašine za uređenje terena,0.6623,1213,Ostalo u mehanizaciji terena,0.635,1210,Građevinska grabulja,0.6339,
8836,TENS,1290,Ostalo u blicevima i rasveti,Blicevi i rasveta,0.6621,1241,Ostalo u skelama,0.6554,1116,Ostalo u glodanju,0.6512,1406
9274,Benchtop grinder,1212,Rezač kamena,Mašine za uređenje terena,0.662,1187,Mašina za bušenje kamena,0.6509,1318,Cepač drva,0.6424,1049
9489,Controller,1086,Regulator šarki,Ručni alati,0.6618,1155,Ručni kontroler,0.6123,1275,Konverter,0.5061,1155
9519,Props,1240,Radni sto,Skele i podupirači,0.6617,1227,Plastični zavarivač,0.6399,1600,Kolica za montažu,0.638,1366
8997,Reinforcement cutter,1040,Narezač,Testerisanje i sečenje,0.6617,1044,Rezač pločica,0.6511,1039,Plazma rezač,0.6292,
8810,Other in Racket Sports,1537,Reket sportovi,Sportski rekviziti,0.6614,1539,Ostalo u sportu,0.6041,1532,Jahanje,0.547,
8656,Other in Party Kitchen,1388,Ostalo u kuhinji,Kuhinjski aparati,0.6611,1384,Lonci i tiganje,0.6347,1386,Sokovnik na paru,0.6155,
9335,Cart,1361,Kolica za prevoz,Baštenski alati,0.661,1410,Kolica za teret,0.6035,1594,Nosač tereta za kuku,0.5948,
8558,Hiking Boots,1495,Planinski štap,Kampovanje i outdoor,0.6609,1486,Ruksak,0.6343,1488,Dvogled,0.6291,1500
8509,Air Bed,1363,Pomoćni krevet,Stilizovanje i dekoracija,0.6602,1192,Ostalo u komprimovanom vazduhu,0.6312,1191,Kompresor,0.6188,
9365,Massage gun,1087,Pištolj za lepak,Ručni alati,0.6602,1215,Pištolj za klamerice,0.5726,1054,Toplotni pištolj,0.5704,1558
8544,Other in Equestrian,1115,Stono rende,Glodanje i hoblovanje,0.6602,1640,Prikolica za konje,0.6407,1111,Ručno rende,0.433,1532
9507,Electric Nailgun,1087,Pištolj za lepak,Ručni alati,0.6595,1054,Toplotni pištolj,0.6098,1021,Kalemovi i električni kablovi,0.6034,1214
9431,Electric air pump,1311,Pumpa za odvodnjavanje,Baštenske mašine,0.6592,1191,Kompresor,0.6519,1060,Merač protoka vazduha,0.6016,1191
